date,sand,sandbox,isPartial
2021-03-20 23:00:00,97,6,False
2021-03-21 00:00:00,100,7,False
2021-03-21 01:00:00,91,7,False
2021-03-21 02:00:00,95,13,False
2021-03-21 03:00:00,85,9,False
2021-03-21 04:00:00,76,4,False
2021-03-21 05:00:00,66,9,False
2021-03-21 06:00:00,56,6,False
2021-03-21 07:00:00,54,5,False
2021-03-21 08:00:00,54,6,False
2021-03-21 09:00:00,67,7,False
2021-03-21 10:00:00,57,3,False
2021-03-21 11:00:00,52,4,False
2021-03-21 12:00:00,64,8,False
2021-03-21 13:00:00,70,5,False
2021-03-21 14:00:00,78,7,False
2021-03-21 15:00:00,79,10,False
2021-03-21 16:00:00,71,5,False
2021-03-21 17:00:00,92,8,False
2021-03-21 18:00:00,87,8,False
2021-03-21 19:00:00,86,9,False
2021-03-21 20:00:00,88,7,False
2021-03-21 21:00:00,87,8,False
2021-03-21 22:00:00,99,19,False
2021-03-21 23:00:00,93,8,False
2021-03-22 00:00:00,87,6,False
2021-03-22 01:00:00,78,8,False
2021-03-22 02:00:00,92,9,False
2021-03-22 03:00:00,86,27,False
2021-03-22 04:00:00,67,11,False
2021-03-22 05:00:00,65,5,False
2021-03-22 06:00:00,62,5,False
2021-03-22 07:00:00,58,8,False
2021-03-22 08:00:00,46,5,False
2021-03-22 09:00:00,61,7,False
2021-03-22 10:00:00,54,4,False
2021-03-22 11:00:00,61,5,False
2021-03-22 12:00:00,76,9,False
2021-03-22 13:00:00,73,6,False
2021-03-22 14:00:00,72,6,False
2021-03-22 15:00:00,64,7,False
2021-03-22 16:00:00,74,9,False
2021-03-22 17:00:00,78,6,False
2021-03-22 18:00:00,72,6,False
2021-03-22 19:00:00,86,8,False
2021-03-22 20:00:00,69,11,False
2021-03-22 21:00:00,93,8,False
2021-03-22 22:00:00,84,11,False
2021-03-22 23:00:00,83,8,False
2021-03-23 00:00:00,83,9,False
2021-03-23 01:00:00,74,7,False
2021-03-23 02:00:00,91,9,False
2021-03-23 03:00:00,79,7,False
2021-03-23 04:00:00,72,9,False
2021-03-23 05:00:00,64,8,False
2021-03-23 06:00:00,55,6,False
2021-03-23 07:00:00,51,5,False
2021-03-23 08:00:00,53,9,False
2021-03-23 09:00:00,61,4,False
2021-03-23 10:00:00,50,8,False
2021-03-23 11:00:00,48,5,False
2021-03-23 12:00:00,62,10,False
2021-03-23 13:00:00,55,8,False
2021-03-23 14:00:00,55,7,False
2021-03-23 15:00:00,60,8,False
2021-03-23 16:00:00,66,8,False
2021-03-23 17:00:00,73,8,False
2021-03-23 18:00:00,73,5,False
2021-03-23 19:00:00,82,7,False
2021-03-23 20:00:00,72,8,False
2021-03-23 21:00:00,75,10,False
2021-03-23 22:00:00,87,8,False
2021-03-23 23:00:00,77,11,False
2021-03-24 00:00:00,74,10,False
2021-03-24 01:00:00,81,7,False
2021-03-24 02:00:00,73,7,False
2021-03-24 03:00:00,79,7,False
2021-03-24 04:00:00,65,10,False
2021-03-24 05:00:00,58,5,False
2021-03-24 06:00:00,55,4,False
2021-03-24 07:00:00,52,6,False
2021-03-24 08:00:00,52,7,False
2021-03-24 09:00:00,50,4,False
2021-03-24 10:00:00,61,6,False
2021-03-24 11:00:00,50,7,False
2021-03-24 12:00:00,57,5,False
2021-03-24 13:00:00,64,6,False
2021-03-24 14:00:00,68,10,False
2021-03-24 15:00:00,69,8,False
2021-03-24 16:00:00,77,5,False
2021-03-24 17:00:00,77,8,False
2021-03-24 18:00:00,72,5,False
2021-03-24 19:00:00,68,11,False
2021-03-24 20:00:00,88,5,False
2021-03-24 21:00:00,82,10,False
2021-03-24 22:00:00,83,6,False
2021-03-24 23:00:00,87,6,False
2021-03-25 00:00:00,92,11,False
2021-03-25 01:00:00,76,6,False
2021-03-25 02:00:00,79,7,False
2021-03-25 03:00:00,72,7,False
2021-03-25 04:00:00,73,10,False
2021-03-25 05:00:00,62,7,False
2021-03-25 06:00:00,66,7,False
2021-03-25 07:00:00,54,7,False
2021-03-25 08:00:00,56,5,False
2021-03-25 09:00:00,58,9,False
2021-03-25 10:00:00,65,7,False
2021-03-25 11:00:00,65,5,False
2021-03-25 12:00:00,56,5,False
2021-03-25 13:00:00,63,7,False
2021-03-25 14:00:00,63,7,False
2021-03-25 15:00:00,70,9,False
2021-03-25 16:00:00,75,5,False
2021-03-25 17:00:00,67,7,False
2021-03-25 18:00:00,84,7,False
2021-03-25 19:00:00,80,6,False
2021-03-25 20:00:00,79,7,False
2021-03-25 21:00:00,75,4,False
2021-03-25 22:00:00,86,5,False
2021-03-25 23:00:00,79,9,False
